Well,Omit,Sample,Target,Dye,Task,Cq,Quantity,plate_id,well_id,is_primary_value,is_dilution,inhibition_testing,LoD_testing,note,inhib_dCt2,,,,,,,,,,
A11,FALSE,K_K_INF_071720_1,18S IVT man,FAM,Unknown,22.575341,264890.4956,106,106_A11,Y,N,N,N,,,,,,,,,,,,
A12,FALSE,K_K_INF_071720_1,18S IVT man,FAM,Unknown,22.4454313,287582.6357,106,106_A12,Y,N,N,N,,,,,,,,,,,,
B10,FALSE,K_K_INF_072420_1,18S IVT man,FAM,Unknown,23.0061889,201687.5064,106,106_B10,Y,N,N,N,,,,,,,,,,,,
B11,FALSE,K_K_INF_072420_1,18S IVT man,FAM,Unknown,22.952847,208610.4977,106,106_B11,Y,N,N,N,,,,,,,,,,,,
B12,FALSE,K_K_INF_072420_1,18S IVT man,FAM,Unknown,23.0449182,196805.4178,106,106_B12,Y,N,N,N,,,,,,,,,,,,
C10,FALSE,K_K_INF_073120_1,18S IVT man,FAM,Unknown,23.4283331,154412.7649,106,106_C10,Y,N,N,N,,,,,,,,,,,,
C11,FALSE,K_K_INF_073120_1,18S IVT man,FAM,Unknown,23.4878209,148709.0094,106,106_C11,Y,N,N,N,,,,,,,,,,,,
C12,FALSE,K_K_INF_073120_1,18S IVT man,FAM,Unknown,23.6498371,134220.4986,106,106_C12,Y,N,N,N,,,,,,,,,,,,
D10,FALSE,K_K_INF_080720_1,18S IVT man,FAM,Unknown,23.6091665,137719.1141,106,106_D10,Y,N,N,N,,,,,,,,,,,,
D11,FALSE,K_K_INF_080720_1,18S IVT man,FAM,Unknown,23.9103501,113824.4851,106,106_D11,Y,N,N,N,,,,,,,,,,,,
D12,FALSE,K_K_INF_080720_1,18S IVT man,FAM,Unknown,23.866107,117055.7387,106,106_D12,Y,N,N,N,,,,,,,,,,,,
E10,FALSE,K_K_INF_081420_1,18S IVT man,FAM,Unknown,23.5807843,140214.5282,106,106_E10,Y,N,N,N,,,,,,,,,,,,
E11,FALSE,K_K_INF_081420_1,18S IVT man,FAM,Unknown,23.4512082,152194.0356,106,106_E11,Y,N,N,N,,,,,,,,,,,,
E12,FALSE,K_K_INF_081420_1,18S IVT man,FAM,Unknown,23.6306529,135859.5706,106,106_E12,Y,N,N,N,,,,,,,,,,,,
F10,FALSE,K_K_INF_082120_1,18S IVT man,FAM,Unknown,23.4771712,149714.4022,106,106_F10,Y,N,N,N,,,,,,,,,,,,
F11,FALSE,K_K_INF_082120_1,18S IVT man,FAM,Unknown,23.5766545,140581.3766,106,106_F11,Y,N,N,N,,,,,,,,,,,,
F12,FALSE,K_K_INF_082120_1,18S IVT man,FAM,Unknown,23.5968388,138797.485,106,106_F12,Y,N,N,N,,,,,,,,,,,,
G10,FALSE,K_K_INF_082820_1,18S IVT man,FAM,Unknown,23.5820261,140104.4069,106,106_G10,Y,N,N,N,,,,,,,,,,,,
G11,FALSE,K_K_INF_082820_1,18S IVT man,FAM,Unknown,23.5523693,142758.1207,106,106_G11,Y,N,N,N,,,,,,,,,,,,
G12,FALSE,K_K_INF_082820_1,18S IVT man,FAM,Unknown,23.4104279,156171.9915,106,106_G12,Y,N,N,N,,,,,,,,,,,,
H10,FALSE,K_K_INF_090420_1,18S IVT man,FAM,Unknown,23.2736441,170289.6612,106,106_H10,Y,N,N,N,,,,,,,,,,,,
H11,FALSE,K_K_INF_090420_1,18S IVT man,FAM,Unknown,23.4518318,152133.9991,106,106_H11,Y,N,N,N,,,,,,,,,,,,
H12,FALSE,K_K_INF_090420_1,18S IVT man,FAM,Unknown,23.7641011,124859.5177,106,106_H12,Y,N,N,N,,,,,,,,,,,,
A1,FALSE,NTC,18S IVT man,FAM,Negative Control,Undetermined,,106,106_A1,Y,N,N,N,,,,,,,,,,,,
A2,FALSE,NTC,18S IVT man,FAM,Negative Control,Undetermined,,106,106_A2,Y,N,N,N,,,,,,,,,,,,
A3,FALSE,NTC,18S IVT man,FAM,Negative Control,Undetermined,,106,106_A3,Y,N,N,N,,,,,,,,,,,,
B7,FALSE,1.00E+02,18S IVT man,FAM,Standard,34.2611463,100,106,106_B7,Y,N,N,,,,,,,,,,,,,
B8,FALSE,1.00E+02,18S IVT man,FAM,Standard,35.3258302,100,106,106_B8,Y,N,N,,,,,,,,,,,,,
B9,FALSE,1.00E+02,18S IVT man,FAM,Standard,34.48823,100,106,106_B9,Y,N,N,,,,,,,,,,,,,
C7,FALSE,1.00E+03,18S IVT man,FAM,Standard,31.1912295,1000,106,106_C7,Y,N,N,,,,,,,,,,,,,
C8,FALSE,1.00E+03,18S IVT man,FAM,Standard,30.9841697,1000,106,106_C8,Y,N,N,,,,,,,,,,,,,
C9,FALSE,1.00E+03,18S IVT man,FAM,Standard,31.0399324,1000,106,106_C9,Y,N,N,,,,,,,,,,,,,
D7,FALSE,1.00E+04,18S IVT man,FAM,Standard,28.8666366,10000,106,106_D7,Y,N,N,,,,,,,,,,,,,
D8,FALSE,1.00E+04,18S IVT man,FAM,Standard,28.8746249,10000,106,106_D8,Y,N,N,,,,,,,,,,,,,
D9,FALSE,1.00E+04,18S IVT man,FAM,Standard,28.5829567,10000,106,106_D9,Y,N,N,,,,,,,,,,,,,
E7,FALSE,1.00E+05,18S IVT man,FAM,Standard,24.2105774,100000,106,106_E7,Y,N,N,,,,,,,,,,,,,
E8,FALSE,1.00E+05,18S IVT man,FAM,Standard,24.1990631,100000,106,106_E8,Y,N,N,,,,,,,,,,,,,
E9,FALSE,1.00E+05,18S IVT man,FAM,Standard,24.0173099,100000,106,106_E9,Y,N,N,,,,,,,,,,,,,
F7,FALSE,1.00E+06,18S IVT man,FAM,Standard,20.4073701,1000000,106,106_F7,Y,N,N,,,,,,,,,,,,,
F8,FALSE,1.00E+06,18S IVT man,FAM,Standard,20.4768337,1000000,106,106_F8,Y,N,N,,,,,,,,,,,,,
F9,FALSE,1.00E+06,18S IVT man,FAM,Standard,20.2307813,1000000,106,106_F9,Y,N,N,,,,,,,,,,,,,
G7,FALSE,1.00E+07,18S IVT man,FAM,Standard,16.5817071,10000000,106,106_G7,Y,N,N,,,,,,,,,,,,,
G8,FALSE,1.00E+07,18S IVT man,FAM,Standard,16.5741569,10000000,106,106_G8,Y,N,N,,,,,,,,,,,,,
G9,FALSE,1.00E+07,18S IVT man,FAM,Standard,16.518668,10000000,106,106_G9,Y,N,N,,,,,,,,,,,,,
H7,FALSE,1.00E+08,18S IVT man,FAM,Standard,13.1448712,100000000,106,106_H7,Y,N,N,,,,,,,,,,,,,
H8,FALSE,1.00E+08,18S IVT man,FAM,Standard,13.2425437,100000000,106,106_H8,Y,N,N,,,,,,,,,,,,,
H9,FALSE,1.00E+08,18S IVT man,FAM,Standard,13.2084061,100000000,106,106_H9,Y,N,N,,,,,,,,,,,,,
A1,FALSE,NTC,bact IVT man,FAM,Negative Control,Undetermined,,107,107_A1,Y,N,N,N,,,,,,,,,,,,
A2,FALSE,NTC,bact IVT man,FAM,Negative Control,Undetermined,,107,107_A2,Y,N,N,N,,,,,,,,,,,,
A3,FALSE,NTC,bact IVT man,FAM,Negative Control,Undetermined,,107,107_A3,Y,N,N,N,,,,,,,,,,,,
A4,FALSE,B_SQ_070120_1,bact IVT man,FAM,Unknown,16.29814103,52444720.56,107,107_A4,Y,N,N,N,,,,,,,,,,,,
A5,FALSE,B_SQ_070120_1,bact IVT man,FAM,Unknown,16.27419421,53219685.66,107,107_A5,Y,N,N,N,,,,,,,,,,,,
A6,FALSE,B_SQ_070120_1,bact IVT man,FAM,Unknown,16.28042745,53016870.28,107,107_A6,Y,N,N,N,,,,,,,,,,,,
A7,FALSE,B_SQ_082520_4,bact IVT man,FAM,Unknown,22.0805173,1518541.375,107,107_A7,Y,N,N,N,,,,,,,,,,,,
A8,FALSE,B_SQ_082520_4,bact IVT man,FAM,Unknown,21.94591658,1649051.492,107,107_A8,Y,N,N,N,,,,,,,,,,,,
A9,FALSE,B_SQ_082520_4,bact IVT man,FAM,Unknown,21.91801186,1677481.185,107,107_A9,Y,N,N,N,,,,,,,,,,,,
A10,FALSE,K_K_INF_071720_1,bact IVT man,FAM,Unknown,20.0039637,5418117.82,107,107_A10,Y,N,N,N,,,,,,,,,,,,
A11,FALSE,K_K_INF_071720_1,bact IVT man,FAM,Unknown,20.30933477,4493772.97,107,107_A11,Y,N,N,N,,,,,,,,,,,,
A12,FALSE,K_K_INF_071720_1,bact IVT man,FAM,Unknown,20.24945469,4661663.477,107,107_A12,Y,N,N,N,,,,,,,,,,,,
B1,FALSE,1.00E+02,bact IVT man,FAM,Standard,37.27059934,100,107,107_B1,Y,N,N,N,,,,,,,,,,,,
B2,FALSE,1.00E+02,bact IVT man,FAM,Standard,38.78503015,100,107,107_B2,Y,N,N,N,,,,,,,,,,,,
B3,FALSE,1.00E+02,bact IVT man,FAM,Standard,36.92908141,100,107,107_B3,Y,N,N,N,,,,,,,,,,,,
B4,FALSE,B_SQ_070120_4,bact IVT man,FAM,Unknown,17.72160243,21929104.69,107,107_B4,Y,N,N,N,,,,,,,,,,,,
B5,FALSE,B_SQ_070120_4,bact IVT man,FAM,Unknown,17.89948239,19665265.62,107,107_B5,Y,N,N,N,,,,,,,,,,,,
B6,FALSE,B_SQ_070120_4,bact IVT man,FAM,Unknown,17.80821456,20795991.58,107,107_B6,Y,N,N,N,,,,,,,,,,,,
B7,FALSE,B_SQ_090120_4,bact IVT man,FAM,Unknown,18.54061006,13278278.57,107,107_B7,Y,N,N,N,,,,,,,,,,,,
B8,FALSE,B_SQ_090120_4,bact IVT man,FAM,Unknown,19.24282991,8636375.07,107,107_B8,Y,N,N,N,,,,,,,,,,,,
B9,FALSE,B_SQ_090120_4,bact IVT man,FAM,Unknown,19.72918682,6411310.954,107,107_B9,Y,N,N,N,,,,,,,,,,,,
B10,FALSE,K_K_INF_072420_1,bact IVT man,FAM,Unknown,20.6739553,3594278.998,107,107_B10,Y,N,N,N,,,,,,,,,,,,
B11,FALSE,K_K_INF_072420_1,bact IVT man,FAM,Unknown,20.91091691,3108660.633,107,107_B11,Y,N,N,N,,,,,,,,,,,,
B12,FALSE,K_K_INF_072420_1,bact IVT man,FAM,Unknown,21.27684266,2484429.894,107,107_B12,Y,N,N,N,,,,,,,,,,,,
C1,FALSE,1.00E+03,bact IVT man,FAM,Standard,33.89716413,1000,107,107_C1,Y,N,N,N,,,,,,,,,,,,
C2,FALSE,1.00E+03,bact IVT man,FAM,Standard,34.08820152,1000,107,107_C2,Y,N,N,N,,,,,,,,,,,,
C3,FALSE,1.00E+03,bact IVT man,FAM,Standard,33.85643228,1000,107,107_C3,Y,N,N,N,,,,,,,,,,,,
C4,FALSE,B_SQ_070820_4,bact IVT man,FAM,Unknown,15.18586009,103657294.5,107,107_C4,Y,N,N,N,,,,,,,,,,,,
C5,FALSE,B_SQ_070820_4,bact IVT man,FAM,Unknown,15.12633442,107506661.7,107,107_C5,Y,N,N,N,,,,,,,,,,,,
C6,FALSE,B_SQ_070820_4,bact IVT man,FAM,Unknown,15.00434982,115847514.3,107,107_C6,Y,N,N,N,,,,,,,,,,,,
C7,FALSE,B_SQ_091520_4,bact IVT man,FAM,Unknown,15.66331623,77371866.11,107,107_C7,Y,N,N,N,,,,,,,,,,,,
C8,FALSE,B_SQ_091520_4,bact IVT man,FAM,Unknown,16.89056852,36483740.27,107,107_C8,Y,N,N,N,,,,,,,,,,,,
C9,FALSE,B_SQ_091520_4,bact IVT man,FAM,Unknown,15.63337828,78803845.63,107,107_C9,Y,N,N,N,,,,,,,,,,,,
C10,FALSE,K_K_INF_073120_1,bact IVT man,FAM,Unknown,20.3347721,4424295.045,107,107_C10,Y,N,N,N,,,,,,,,,,,,
C11,FALSE,K_K_INF_073120_1,bact IVT man,FAM,Unknown,20.72104276,3492088.106,107,107_C11,Y,N,N,N,,,,,,,,,,,,
C12,FALSE,K_K_INF_073120_1,bact IVT man,FAM,Unknown,20.82379557,3279065.169,107,107_C12,Y,N,N,N,,,,,,,,,,,,
D1,FALSE,1.00E+04,bact IVT man,FAM,Standard,30.22589088,10000,107,107_D1,Y,N,N,N,,,,,,,,,,,,
D2,FALSE,1.00E+04,bact IVT man,FAM,Standard,30.48673281,10000,107,107_D2,Y,N,N,N,,,,,,,,,,,,
D3,FALSE,1.00E+04,bact IVT man,FAM,Standard,30.37580641,10000,107,107_D3,Y,N,N,N,,,,,,,,,,,,
D4,FALSE,B_SQ_071520_4,bact IVT man,FAM,Unknown,16.30064373,52364382.42,107,107_D4,Y,N,N,N,,,,,,,,,,,,
D5,FALSE,B_SQ_071520_4,bact IVT man,FAM,Unknown,16.28857828,52752826.74,107,107_D5,Y,N,N,N,,,,,,,,,,,,
D6,FALSE,B_SQ_071520_4,bact IVT man,FAM,Unknown,16.48549432,46758494.19,107,107_D6,Y,N,N,N,,,,,,,,,,,,
D7,FALSE,K_K_INF_061220_1,bact IVT man,FAM,Unknown,21.38865391,2319966.966,107,107_D7,Y,N,N,N,,,,,,,,,,,,
D8,FALSE,K_K_INF_061220_1,bact IVT man,FAM,Unknown,20.5905788,3782616.262,107,107_D8,Y,N,N,N,,,,,,,,,,,,
D9,FALSE,K_K_INF_061220_1,bact IVT man,FAM,Unknown,20.34994748,4383358.616,107,107_D9,Y,N,N,N,,,,,,,,,,,,
D10,FALSE,K_K_INF_080720_1,bact IVT man,FAM,Unknown,20.9017607,3126145.051,107,107_D10,Y,N,N,N,,,,,,,,,,,,
D11,FALSE,K_K_INF_080720_1,bact IVT man,FAM,Unknown,20.68410857,3571994.065,107,107_D11,Y,N,N,N,,,,,,,,,,,,
D12,FALSE,K_K_INF_080720_1,bact IVT man,FAM,Unknown,20.21345639,4765598.84,107,107_D12,Y,N,N,N,,,,,,,,,,,,
E1,FALSE,1.00E+05,bact IVT man,FAM,Standard,26.47561091,100000,107,107_E1,Y,N,N,N,,,,,,,,,,,,
E2,FALSE,1.00E+05,bact IVT man,FAM,Standard,26.8571438,100000,107,107_E2,Y,N,N,N,,,,,,,,,,,,
E3,FALSE,1.00E+05,bact IVT man,FAM,Standard,26.48285781,100000,107,107_E3,Y,N,N,N,,,,,,,,,,,,
E4,FALSE,B_SQ_072820_4,bact IVT man,FAM,Unknown,16.678212,41552023.47,107,107_E4,Y,N,N,N,,,,,,,,,,,,
E5,FALSE,B_SQ_072820_4,bact IVT man,FAM,Unknown,17.98682837,18640747.42,107,107_E5,Y,N,N,N,,,,,,,,,,,,
E6,FALSE,B_SQ_072820_4,bact IVT man,FAM,Unknown,17.41643518,26436502.41,107,107_E6,Y,N,N,N,,,,,,,,,,,,
E7,FALSE,K_K_INF_061920_1,bact IVT man,FAM,Unknown,21.09083765,2784257.019,107,107_E7,Y,N,N,N,,,,,,,,,,,,
E8,FALSE,K_K_INF_061920_1,bact IVT man,FAM,Unknown,20.52624618,3934654.256,107,107_E8,Y,N,N,N,,,,,,,,,,,,
E9,FALSE,K_K_INF_061920_1,bact IVT man,FAM,Unknown,20.21422151,4763365.836,107,107_E9,Y,N,N,N,,,,,,,,,,,,
E10,FALSE,K_K_INF_081420_1,bact IVT man,FAM,Unknown,19.30412525,8318120.5,107,107_E10,Y,N,N,N,,,,,,,,,,,,
E11,FALSE,K_K_INF_081420_1,bact IVT man,FAM,Unknown,19.69632792,6541664.041,107,107_E11,Y,N,N,N,,,,,,,,,,,,
E12,FALSE,K_K_INF_081420_1,bact IVT man,FAM,Unknown,19.70625489,6502006.261,107,107_E12,Y,N,N,N,,,,,,,,,,,,
F1,FALSE,1.00E+06,bact IVT man,FAM,Standard,22.91474041,1000000,107,107_F1,Y,N,N,N,,,,,,,,,,,,
F2,FALSE,1.00E+06,bact IVT man,FAM,Standard,23.09329099,1000000,107,107_F2,Y,N,N,N,,,,,,,,,,,,
F3,FALSE,1.00E+06,bact IVT man,FAM,Standard,23.46375954,1000000,107,107_F3,Y,N,N,N,,,,,,,,,,,,
F4,FALSE,B_SQ_080420_4,bact IVT man,FAM,Unknown,15.86338871,68447588.46,107,107_F4,Y,N,N,N,,,,,,,,,,,,
F5,FALSE,B_SQ_080420_4,bact IVT man,FAM,Unknown,15.91240591,66422955.06,107,107_F5,Y,N,N,N,,,,,,,,,,,,
F6,FALSE,B_SQ_080420_4,bact IVT man,FAM,Unknown,16.06510184,60491836.48,107,107_F6,Y,N,N,N,,,,,,,,,,,,
F7,FALSE,K_K_INF_062620_1,bact IVT man,FAM,Unknown,20.31760308,4471070.562,107,107_F7,Y,N,N,N,,,,,,,,,,,,
F8,FALSE,K_K_INF_062620_1,bact IVT man,FAM,Unknown,20.54517548,3889294.661,107,107_F8,Y,N,N,N,,,,,,,,,,,,
F9,FALSE,K_K_INF_062620_1,bact IVT man,FAM,Unknown,20.98496,2970816.073,107,107_F9,Y,N,N,N,,,,,,,,,,,,
F10,FALSE,K_K_INF_082120_1,bact IVT man,FAM,Unknown,22.07235053,1526157.023,107,107_F10,Y,N,N,N,,,,,,,,,,,,
F11,FALSE,K_K_INF_082120_1,bact IVT man,FAM,Unknown,22.58859753,1112405.077,107,107_F11,Y,N,N,N,,,,,,,,,,,,
F12,FALSE,K_K_INF_082120_1,bact IVT man,FAM,Unknown,21.60095102,2037064.508,107,107_F12,Y,N,N,N,,,,,,,,,,,,
G1,FALSE,1.00E+07,bact IVT man,FAM,Standard,18.87145487,10000000,107,107_G1,Y,N,N,N,,,,,,,,,,,,
G2,FALSE,1.00E+07,bact IVT man,FAM,Standard,18.95807923,10000000,107,107_G2,Y,N,N,N,,,,,,,,,,,,
G3,FALSE,1.00E+07,bact IVT man,FAM,Standard,18.91944011,10000000,107,107_G3,Y,N,N,N,,,,,,,,,,,,
G4,FALSE,B_SQ_081120_4,bact IVT man,FAM,Unknown,17.65693982,22815131.61,107,107_G4,Y,N,N,N,,,,,,,,,,,,
G5,FALSE,B_SQ_081120_4,bact IVT man,FAM,Unknown,17.95947597,18955700.21,107,107_G5,Y,N,N,N,,,,,,,,,,,,
G6,FALSE,B_SQ_081120_4,bact IVT man,FAM,Unknown,16.84457636,37526198.13,107,107_G6,Y,N,N,N,,,,,,,,,,,,
G7,FALSE,K_K_INF_070220_1,bact IVT man,FAM,Unknown,20.99141605,2959090.672,107,107_G7,Y,N,N,N,,,,,,,,,,,,
G8,FALSE,K_K_INF_070220_1,bact IVT man,FAM,Unknown,22.37065519,1271281.621,107,107_G8,Y,N,N,N,,,,,,,,,,,,
G9,FALSE,K_K_INF_070220_1,bact IVT man,FAM,Unknown,21.39960441,2304457.273,107,107_G9,Y,N,N,N,,,,,,,,,,,,
G10,FALSE,K_K_INF_082820_1,bact IVT man,FAM,Unknown,16.73735031,40073725.72,107,107_G10,Y,N,N,N,,,,,,,,,,,,
G11,FALSE,K_K_INF_082820_1,bact IVT man,FAM,Unknown,16.72255525,40438554.59,107,107_G11,Y,N,N,N,,,,,,,,,,,,
G12,FALSE,K_K_INF_082820_1,bact IVT man,FAM,Unknown,17.07474666,32591382.05,107,107_G12,Y,N,N,N,,,,,,,,,,,,
H1,FALSE,1.00E+08,bact IVT man,FAM,Standard,14.9012914,100000000,107,107_H1,Y,N,N,N,,,,,,,,,,,,
H2,FALSE,1.00E+08,bact IVT man,FAM,Standard,15.23306962,100000000,107,107_H2,Y,N,N,N,,,,,,,,,,,,
H3,FALSE,1.00E+08,bact IVT man,FAM,Standard,14.86563249,100000000,107,107_H3,Y,N,N,N,,,,,,,,,,,,
H4,FALSE,B_SQ_081820_4,bact IVT man,FAM,Unknown,16.59747072,43658784.1,107,107_H4,Y,N,N,N,,,,,,,,,,,,
H5,FALSE,B_SQ_081820_4,bact IVT man,FAM,Unknown,17.02441633,33611822.8,107,107_H5,Y,N,N,N,,,,,,,,,,,,
H6,FALSE,B_SQ_081820_4,bact IVT man,FAM,Unknown,16.71949724,40514374.81,107,107_H6,Y,N,N,N,,,,,,,,,,,,
H7,FALSE,K_K_INF_071020_1,bact IVT man,FAM,Unknown,20.43879144,4151184.173,107,107_H7,Y,N,N,N,,,,,,,,,,,,
H8,FALSE,K_K_INF_071020_1,bact IVT man,FAM,Unknown,20.5978938,3765704.936,107,107_H8,Y,N,N,N,,,,,,,,,,,,
H9,FALSE,K_K_INF_071020_1,bact IVT man,FAM,Unknown,20.30273116,4511987.368,107,107_H9,Y,N,N,N,,,,,,,,,,,,
H10,FALSE,K_K_INF_090420_1,bact IVT man,FAM,Unknown,20.30819048,4496923.924,107,107_H10,Y,N,N,N,,,,,,,,,,,,
H11,FALSE,K_K_INF_090420_1,bact IVT man,FAM,Unknown,20.70511062,3526335.187,107,107_H11,Y,N,N,N,,,,,,,,,,,,
H12,FALSE,K_K_INF_090420_1,bact IVT man,FAM,Unknown,20.90255611,3124622.261,107,107_H12,Y,N,N,N,,,,,,,,,,,,
C1,FALSE,1.00E+04,crAss DNA man,FAM,Standard,30.32039097,10000,121,121_C1,Y,N,N,N,,,,,,,,,,,,
C2,FALSE,1.00E+04,crAss DNA man,FAM,Standard,30.46528165,10000,121,121_C2,Y,N,N,N,,,,,,,,,,,,
C3,FALSE,1.00E+04,crAss DNA man,FAM,Standard,30.76376385,10000,121,121_C3,Y,N,N,N,,,,,,,,,,,,
D7,FALSE,1.00E+05,crAss DNA man,FAM,Standard,25.855281,100000,104,104_D7,Y,N,N,,,,,,,,,,,,,
D8,FALSE,1.00E+05,crAss DNA man,FAM,Standard,25.8560475,100000,104,104_D8,Y,N,N,,,,,,,,,,,,,
D9,FALSE,1.00E+05,crAss DNA man,FAM,Standard,25.5262839,100000,104,104_D9,Y,N,N,,,,,,,,,,,,,
D7,FALSE,1.00E+05,crAss DNA man,FAM,Standard,25.855281,100000,108,108_D7,Y,N,N,N,,,,,,,,,,,,
D8,FALSE,1.00E+05,crAss DNA man,FAM,Standard,25.8560475,100000,108,108_D8,Y,N,N,N,,,,,,,,,,,,
D9,FALSE,1.00E+05,crAss DNA man,FAM,Standard,25.5262839,100000,108,108_D9,Y,N,N,N,,,,,,,,,,,,
D1,FALSE,1.00E+05,crAss DNA man,FAM,Standard,25.5719035,100000,115,115_D1,Y,N,N,N,,,,,,,,,,,,
D2,FALSE,1.00E+05,crAss DNA man,FAM,Standard,25.7593391,100000,115,115_D2,Y,N,N,N,,,,,,,,,,,,
D3,FALSE,1.00E+05,crAss DNA man,FAM,Standard,25.6530874,100000,115,115_D3,Y,N,N,N,,,,,,,,,,,,
D1,FALSE,1.00E+05,crAss DNA man,FAM,Standard,26.01456443,100000,116,116_D1,Y,N,N,N,,,,,,,,,,,,
D2,FALSE,1.00E+05,crAss DNA man,FAM,Standard,26.07991189,100000,116,116_D2,Y,N,N,N,,,,,,,,,,,,
D3,FALSE,1.00E+05,crAss DNA man,FAM,Standard,26.04318363,100000,116,116_D3,Y,N,N,N,,,,,,,,,,,,
D1,FALSE,1.00E+05,crAss DNA man,FAM,Standard,26.81235927,100000,117,117_D1,Y,N,N,N,,,,,,,,,,,,
D2,FALSE,1.00E+05,crAss DNA man,FAM,Standard,26.87488337,100000,117,117_D2,Y,N,N,N,,,,,,,,,,,,
D3,FALSE,1.00E+05,crAss DNA man,FAM,Standard,26.76764677,100000,117,117_D3,Y,N,N,N,,,,,,,,,,,,
D1,FALSE,1.00E+05,crAss DNA man,FAM,Standard,26.12133175,100000,118,118_D1,Y,N,N,N,,,,,,,,,,,,
D2,FALSE,1.00E+05,crAss DNA man,FAM,Standard,26.19804853,100000,118,118_D2,Y,N,N,N,,,,,,,,,,,,
D3,FALSE,1.00E+05,crAss DNA man,FAM,Standard,26.89712016,100000,118,118_D3,Y,N,N,N,,,,,,,,,,,,
D1,FALSE,1.00E+05,crAss DNA man,FAM,Standard,26.25737464,100000,119,119_D1,Y,N,N,N,,,,,,,,,,,,
D2,FALSE,1.00E+05,crAss DNA man,FAM,Standard,26.52956655,100000,119,119_D2,Y,N,N,N,,,,,,,,,,,,
D3,FALSE,1.00E+05,crAss DNA man,FAM,Standard,26.45696231,100000,119,119_D3,Y,N,N,N,,,,,,,,,,,,
D1,FALSE,1.00E+05,crAss DNA man,FAM,Standard,25.67502925,100000,120,120_D1,Y,N,N,N,,,,,,,,,,,,
D2,FALSE,1.00E+05,crAss DNA man,FAM,Standard,25.76621558,100000,120,120_D2,Y,N,N,N,,,,,,,,,,,,
D3,FALSE,1.00E+05,crAss DNA man,FAM,Standard,25.64615355,100000,120,120_D3,Y,N,N,N,,,,,,,,,,,,
D1,FALSE,1.00E+05,crAss DNA man,FAM,Standard,26.34007433,100000,121,121_D1,Y,N,N,N,,,,,,,,,,,,
D2,FALSE,1.00E+05,crAss DNA man,FAM,Standard,26.66972952,100000,121,121_D2,Y,N,N,N,,,,,,,,,,,,
D3,FALSE,1.00E+05,crAss DNA man,FAM,Standard,26.59811967,100000,121,121_D3,Y,N,N,N,,,,,,,,,,,,
E7,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.7149268,1000000,104,104_E7,Y,N,N,,,,,,,,,,,,,
E8,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.5451604,1000000,104,104_E8,Y,N,N,,,,,,,,,,,,,
E9,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.7307483,1000000,104,104_E9,Y,N,N,,,,,,,,,,,,,
E7,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.7149268,1000000,108,108_E7,Y,N,N,N,,,,,,,,,,,,
E8,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.5451604,1000000,108,108_E8,Y,N,N,N,,,,,,,,,,,,
E9,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.7307483,1000000,108,108_E9,Y,N,N,N,,,,,,,,,,,,
E1,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.1517105,1000000,115,115_E1,Y,N,N,N,,,,,,,,,,,,
E2,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.3993603,1000000,115,115_E2,Y,N,N,N,,,,,,,,,,,,
E3,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.4956105,1000000,115,115_E3,Y,N,N,N,,,,,,,,,,,,
E1,FALSE,1.00E+06,crAss DNA man,FAM,Standard,21.76277644,1000000,116,116_E1,Y,N,N,N,,,,,,,,,,,,
E2,FALSE,1.00E+06,crAss DNA man,FAM,Standard,21.99554486,1000000,116,116_E2,Y,N,N,N,,,,,,,,,,,,
E3,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.03882462,1000000,116,116_E3,Y,N,N,N,,,,,,,,,,,,
E1,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.25886546,1000000,117,117_E1,Y,N,N,N,,,,,,,,,,,,
E2,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.38983469,1000000,117,117_E2,Y,N,N,N,,,,,,,,,,,,
E3,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.43737325,1000000,117,117_E3,Y,N,N,N,,,,,,,,,,,,
E1,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.7001418,1000000,118,118_E1,Y,N,N,N,,,,,,,,,,,,
E2,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.80997254,1000000,118,118_E2,Y,N,N,N,,,,,,,,,,,,
E3,FALSE,1.00E+06,crAss DNA man,FAM,Standard,23.07695783,1000000,118,118_E3,Y,N,N,N,,,,,,,,,,,,
E1,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.60755969,1000000,119,119_E1,Y,N,N,N,,,,,,,,,,,,
E2,FALSE,1.00E+06,crAss DNA man,FAM,Standard,22.76257249,1000000,119,119_E2,Y,N,N,N,,,,,,,,,,,,
E3,FALSE,1.00E+06,crAss DNA man,FAM,Standard,23.16003271,1000000,119,119_E3,Y,N,N,N,,,,,,,,,,,,
