date_sampling,new_cases,active_cases,total_tests,fourteen_day_moving_total_new_cases,released_while_active,resolved,deaths,seven_day_moving_total_active_cases,interceptor,utility,sample_code,new_cases_Ep,new_cases_Col,seven_day_moving_total_new_cases_Ep,seven_day_moving_total_new_cases_Col,seven_day_moving_total_new_cases
4/15/20,0.79,,79,,,,,,INF,K,K_K_INF,0.79,0.79,,,
4/16/20,0.79,,105,,,,,,INF,K,K_K_INF,11,14,,,
4/17/20,0.79,,72,,,,,,INF,K,K_K_INF,0.79,0.79,,,
4/18/20,0.79,,38,,,,,,INF,K,K_K_INF,0.79,0.79,,,
4/19/20,0.79,,38,,,,,,INF,K,K_K_INF,0.79,0.79,,,
4/20/20,0.79,,82,,,,,,INF,K,K_K_INF,0.79,0.79,,,
4/21/20,0.79,,125,,,,,,INF,K,K_K_INF,0.79,0.79,15.74,18.74,5.53
4/22/20,0.79,,151,,,,,,INF,K,K_K_INF,0.79,0.79,15.74,18.74,5.53
4/23/20,0.79,,182,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
4/24/20,0.79,,166,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
4/25/20,0.79,,61,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
4/26/20,0.79,,64,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
4/27/20,0.79,,148,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
4/28/20,0.79,,160,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
4/29/20,0.79,,182,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
4/30/20,0.79,,196,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/1/20,0.79,,303,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/2/20,0.79,,78,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/3/20,0.79,,58,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/4/20,0.79,,156,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/5/20,0.79,,169,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/6/20,0.79,,205,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/7/20,0.79,,213,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/8/20,0.79,,325,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/9/20,0.79,,108,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/10/20,0.79,,111,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/11/20,0.79,,297,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/12/20,0.79,,318,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/13/20,0.79,,259,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/14/20,0.79,,272,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/15/20,0.79,,320,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/16/20,0.79,,104,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/17/20,0.79,,104,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/18/20,0.79,,371,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/19/20,0.79,,385,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/20/20,0.79,,311,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/21/20,0.79,,282,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/22/20,0.79,,320,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/23/20,0.79,,142,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/24/20,0.79,,97,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/25/20,0.79,,115,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/26/20,0.79,,315,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/27/20,0.79,,320,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/28/20,0.79,,302,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/29/20,0.79,,312,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/30/20,0.79,,190,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
5/31/20,0.79,,106,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/1/20,0.79,,395,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/2/20,0.79,,368,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/3/20,0.79,,288,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/4/20,0.79,,308,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/5/20,0.79,,352,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/6/20,0.79,,151,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/7/20,0.79,,115,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/8/20,0.79,,467,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/9/20,0.79,,481,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/10/20,0.79,,595,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/11/20,0.79,,463,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/12/20,0.79,,476,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/13/20,0.79,,183,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/14/20,0.79,,132,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/15/20,0.79,,569,,,,,,INF,K,K_K_INF,0.79,0.79,5.53,5.53,5.53
6/16/20,0.79,,686,,,,,,INF,K,K_K_INF,13,16,17.74,20.74,5.53
6/17/20,0.79,,603,,,,,,INF,K,K_K_INF,0.79,0.79,17.74,20.74,5.53
6/18/20,0.79,,596,,,,,,INF,K,K_K_INF,21,18,37.95,37.95,5.53
6/19/20,0.79,,588,,,,,,INF,K,K_K_INF,15,20,52.16,57.16,5.53
6/20/20,0.79,,267,,,,,,INF,K,K_K_INF,24,22,75.37,78.37,5.53
6/21/20,12,,206,,,,,,INF,K,K_K_INF,0.79,0.79,75.37,78.37,16.74
6/22/20,25,,633,,,,,,INF,K,K_K_INF,19,14,93.58,91.58,40.95
6/23/20,11,,682,,,,,,INF,K,K_K_INF,24,25,104.58,100.58,51.16
6/24/20,12,,743,,,,,,INF,K,K_K_INF,19,20,122.79,119.79,62.37
6/25/20,23,,889,,,,,,INF,K,K_K_INF,25,24,126.79,125.79,84.58
6/26/20,0.79,,776,,,,,,INF,K,K_K_INF,30,31,141.79,136.79,84.58
6/27/20,16,,251,,,,,,INF,K,K_K_INF,22,20,139.79,134.79,99.79
6/28/20,25,,210,,,,,,INF,K,K_K_INF,0.79,0.79,139.79,134.79,112.79
6/29/20,30,,802,,,,,,INF,K,K_K_INF,21,22,141.79,142.79,117.79
6/30/20,17,,838,,,,,,INF,K,K_K_INF,28,26,145.79,143.79,123.79
7/1/20,14,,846,,,,,,INF,K,K_K_INF,27,22,153.79,145.79,125.79
7/2/20,0.79,,917,,,,,,INF,K,K_K_INF,25,27,153.79,148.79,103.58
7/3/20,21,,807,,,,,,INF,K,K_K_INF,26,19,149.79,136.79,123.79
7/4/20,15,,263,,,,,,INF,K,K_K_INF,14,0.79,141.79,117.58,122.79
7/5/20,28,,299,,,,,,INF,K,K_K_INF,20,11,161,127.79,125.79
7/6/20,31,,917,,,,,,INF,K,K_K_INF,28,24,168,129.79,126.79
7/7/20,19,,910,,,,,,INF,K,K_K_INF,25,25,165,128.79,128.79
7/8/20,0.79,,1040,,,,,,INF,K,K_K_INF,33,34,171,140.79,115.58
7/9/20,0.79,,1086,,,,,,INF,K,K_K_INF,35,31,181,144.79,115.58
7/10/20,20,,1049,,,,,,INF,K,K_K_INF,31,33,186,158.79,114.58
7/11/20,0.79,,475,,,,,,INF,K,K_K_INF,0.79,13,172.79,171,100.37
7/12/20,17,,275,,,,,,INF,K,K_K_INF,15,15,167.79,175,89.37
7/13/20,21,,970,,,,,,INF,K,K_K_INF,30,30,169.79,181,79.37
7/14/20,14,,861,,,,,,INF,K,K_K_INF,33,34,177.79,190,74.37
7/15/20,0.79,,864,,,,,,INF,K,K_K_INF,23,24,167.79,180,74.37
7/16/20,26,,854,,,,,,INF,K,K_K_INF,30,25,162.79,174,99.58
7/17/20,11,,872,,,,,,INF,K,K_K_INF,19,25,150.79,166,90.58
7/18/20,0.79,,486,,,,,,INF,K,K_K_INF,14,12,164,165,90.58
7/19/20,26,,303,,,,,,INF,K,K_K_INF,14,0.79,163,150.79,99.58
7/20/20,62,,866,,,,,,INF,K,K_K_INF,26,26,159,146.79,140.58
7/21/20,25,,848,,,,,,INF,K,K_K_INF,28,30,154,142.79,151.58
7/22/20,25,,645,,,,,,INF,K,K_K_INF,25,23,156,141.79,175.79
7/23/20,22,,588,,,,,,INF,K,K_K_INF,19,24,145,140.79,171.79
7/24/20,13,,721,,,,,,INF,K,K_K_INF,31,29,157,144.79,173.79
7/25/20,23,,293,,,,,,INF,K,K_K_INF,14,19,157,151.79,196
7/26/20,14,,190,,,,,,INF,K,K_K_INF,19,0.79,162,151.79,184
7/27/20,22,,694,,,,,,INF,K,K_K_INF,12,15,148,140.79,144
7/28/20,13,,651,,,,,,INF,K,K_K_INF,19,25,139,135.79,132
7/29/20,11,,669,,,,,,INF,K,K_K_INF,36,39,150,151.79,118
7/30/20,23,,632,,,,,,INF,K,K_K_INF,33,34,164,161.79,119
7/31/20,31,,748,,,,,,INF,K,K_K_INF,25,27,158,159.79,137
8/1/20,13,,316,,,,,,INF,K,K_K_INF,0.79,11,144.79,151.79,127
8/2/20,0.79,,259,,,,,,INF,K,K_K_INF,13,0.79,138.79,151.79,113.79
8/3/20,24,,744,,,,,,INF,K,K_K_INF,21,18,147.79,154.79,115.79
8/4/20,20,,511,,,,,,INF,K,K_K_INF,21,19,149.79,148.79,122.79
8/5/20,24,,544,,,,,,INF,K,K_K_INF,17,25,130.79,134.79,135.79
8/6/20,26,,601,,,,,,INF,K,K_K_INF,19,21,116.79,121.79,138.79
8/7/20,22,,578,,,,,,INF,K,K_K_INF,20,18,111.79,112.79,129.79
8/8/20,0.79,,267,,,,,,INF,K,K_K_INF,15,13,126,114.79,117.58
8/9/20,32,,162,,,,,,INF,K,K_K_INF,0.79,0.79,113.79,114.79,148.79
8/10/20,37,,708,,,,,,INF,K,K_K_INF,23,20,115.79,116.79,161.79
8/11/20,18,,519,,,,,,INF,K,K_K_INF,14,15,108.79,112.79,159.79
8/12/20,25,,477,,,,,,INF,K,K_K_INF,14,15,105.79,102.79,160.79
8/13/20,27,,505,,,,,,INF,K,K_K_INF,12,14,98.79,95.79,161.79
8/14/20,30,,488,,,,,,INF,K,K_K_INF,18,23,96.79,100.79,169.79
8/15/20,0.79,,253,,,,,,INF,K,K_K_INF,0.79,0.79,82.58,88.58,169.79
8/16/20,14,,145,,,,,,INF,K,K_K_INF,16,0.79,97.79,88.58,151.79
8/17/20,25,,534,,,,,,INF,K,K_K_INF,0.79,11,75.58,79.58,139.79
8/18/20,28,,440,,,,,,INF,K,K_K_INF,14,18,75.58,82.58,149.79
8/19/20,13,,381,,,,,,INF,K,K_K_INF,20,24,81.58,91.58,137.79
8/20/20,19,,408,,,,,,INF,K,K_K_INF,13,12,82.58,89.58,129.79
8/21/20,19,,501,,,,,,INF,K,K_K_INF,15,16,79.58,82.58,118.79
8/22/20,13,,250,,,,,,INF,K,K_K_INF,0.79,0.79,79.58,82.58,131
8/23/20,22,,144,,,,,,INF,K,K_K_INF,12,0.79,75.58,82.58,139
8/24/20,22,,453,,,,,,INF,K,K_K_INF,24,20,98.79,91.58,136
8/25/20,0.79,,483,,,,,,INF,K,K_K_INF,16,13,100.79,86.58,108.79
8/26/20,17,,408,,,,,,INF,K,K_K_INF,15,27,95.79,89.58,112.79
8/27/20,17,,483,,,,,,INF,K,K_K_INF,30,29,112.79,106.58,110.79
8/28/20,17,,416,,,,,,INF,K,K_K_INF,12,18,109.79,108.58,108.79
8/29/20,22,,254,,,,,,INF,K,K_K_INF,0.79,0.79,109.79,108.58,117.79
8/30/20,19,,226,,,,,,INF,K,K_K_INF,0.79,0.79,98.58,108.58,114.79
8/31/20,13,,524,,,,,,INF,K,K_K_INF,26,20,100.58,108.58,105.79
9/1/20,14,,479,,,,,,INF,K,K_K_INF,22,19,106.58,114.58,119
9/2/20,13,,397,,,,,,INF,K,K_K_INF,14,20,105.58,107.58,115
9/3/20,12,,483,,,,,,INF,K,K_K_INF,0.79,14,76.37,92.58,110
9/4/20,16,,459,,,,,,INF,K,K_K_INF,12,11,76.37,85.58,109
9/5/20,14,,244,,,,,,INF,K,K_K_INF,18,0.79,93.58,85.58,101
9/6/20,12,,220,,,,,,INF,K,K_K_INF,0.79,0.79,93.58,85.58,94
9/7/20,14,,144,,,,,,INF,K,K_K_INF,0.79,0.79,68.37,66.37,95
9/8/20,11,,619,,,,,,INF,K,K_K_INF,14,19,60.37,66.37,92
9/9/20,0.79,,496,,,,,,INF,K,K_K_INF,11,0.79,57.37,47.16,79.79
9/10/20,0.79,,484,,,,,,INF,K,K_K_INF,13,13,69.58,46.16,68.58
9/11/20,17,,448,,,,,,INF,K,K_K_INF,0.79,14,58.37,49.16,69.58
9/12/20,14,,253,,,,,,INF,K,K_K_INF,0.79,0.79,41.16,49.16,69.58
9/13/20,0.79,,140,,,,,,INF,K,K_K_INF,13,0.79,53.37,49.16,58.37
9/14/20,0.79,,506,,,,,,INF,K,K_K_INF,0.79,15,53.37,63.37,45.16
9/15/20,0.79,,640,,,,,,INF,K,K_K_INF,11,12,50.37,56.37,34.95
9/16/20,11,,489,,,,,,INF,K,K_K_INF,0.79,11,40.16,66.58,45.16
9/17/20,11,,472,,,,,,INF,K,K_K_INF,12,18,39.16,71.58,55.37
9/18/20,12,,500,,,,,,INF,K,K_K_INF,11,11,49.37,68.58,50.37
9/19/20,16,,285,,,,,,INF,K,K_K_INF,11,12,59.58,79.79,52.37
9/20/20,0.79,,180,,,,,,INF,K,K_K_INF,0.79,0.79,47.37,79.79,52.37
9/21/20,0.79,,624,,,,,,INF,K,K_K_INF,16,13,62.58,77.79,52.37
9/22/20,0.79,,621,,,,,,INF,K,K_K_INF,14,0.79,65.58,66.58,52.37
9/23/20,0.79,,487,,,,,,INF,K,K_K_INF,0.79,15,65.58,70.58,42.16
9/24/20,17,,560,,,,,,INF,K,K_K_INF,13,17,66.58,69.58,48.16
9/25/20,16,,538,,,,,,INF,K,K_K_INF,13,18,68.58,76.58,52.16
9/26/20,15,,358,,,,,,INF,K,K_K_INF,0.79,0.79,58.37,65.37,51.16
9/27/20,12,,191,,,,,,INF,K,K_K_INF,0.79,0.79,58.37,65.37,62.37
9/28/20,0.79,,704,,,,,,INF,K,K_K_INF,0.79,13,43.16,65.37,62.37
9/29/20,13,,607,,,,,,INF,K,K_K_INF,0.79,14,29.95,78.58,74.58
9/30/20,11,,484,,,,,,INF,K,K_K_INF,0.79,0.79,29.95,64.37,84.79
10/1/20,16,,501,,,,,,INF,K,K_K_INF,15,12,31.95,59.37,83.79
10/2/20,14,,584,,,,,,INF,K,K_K_INF,0.79,0.79,19.74,42.16,81.79
10/3/20,24,,343,,,,,,INF,K,K_K_INF,0.79,0.79,19.74,42.16,90.79
10/4/20,0.79,,271,,,,,,INF,K,K_K_INF,11,0.79,29.95,42.16,79.58
10/5/20,0.79,,778,,,,,,INF,K,K_K_INF,15,19,44.16,48.16,79.58
10/6/20,0.79,,706,,,,,,INF,K,K_K_INF,0.79,0.79,44.16,34.95,67.37
10/7/20,21,,606,,,,,,INF,K,K_K_INF,16,18,59.37,52.16,77.37
10/8/20,0.79,,615,,,,,,INF,K,K_K_INF,14,13,58.37,53.16,62.16
10/9/20,13,,581,,,,,,INF,K,K_K_INF,11,0.79,68.58,53.16,61.16
10/10/20,20,,313,,,,,,INF,K,K_K_INF,0.79,0.79,68.58,53.16,57.16
10/11/20,12,,212,,,,,,INF,K,K_K_INF,0.79,0.79,58.37,53.16,68.37
10/12/20,0.79,,693,,,,,,INF,K,K_K_INF,11,0.79,54.37,34.95,68.37
10/13/20,0.79,,710,,,,,,INF,K,K_K_INF,16,20,69.58,54.16,68.37
10/14/20,0.79,,673,,,,,,INF,K,K_K_INF,0.79,0.79,54.37,36.95,48.16
10/15/20,14,,626,,,,,,INF,K,K_K_INF,0.79,0.79,41.16,24.74,61.37
4/15/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
4/16/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
4/17/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
4/18/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
4/19/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
4/20/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
4/21/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
4/22/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
4/23/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
4/24/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
4/25/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
4/26/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
4/27/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
4/28/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
4/29/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
4/30/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/1/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/2/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/3/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/4/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/5/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/6/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/7/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/8/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/9/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/10/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/11/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/12/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/13/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/14/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/15/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/16/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/17/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/18/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/19/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/20/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/21/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/22/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/23/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/24/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/25/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/26/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/27/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/28/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/29/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/30/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
5/31/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/1/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/2/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/3/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/4/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/5/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/6/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/7/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/8/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/9/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/10/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/11/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/12/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/13/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/14/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/15/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/16/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/17/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/18/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/19/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/20/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/21/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/22/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,5.5
6/23/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,13
6/24/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,15
6/25/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,15
6/26/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,16
6/27/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,18
6/28/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,19
6/29/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,21
6/30/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,22
7/1/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,22
7/2/20,19,,,,,,,,ADA,C,C_C_ADA,,,,,40
7/3/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,42
7/4/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,47
7/5/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,46
7/6/20,15,,,,,,,,ADA,C,C_C_ADA,,,,,55
7/7/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,55
7/8/20,11,,,,,,,,ADA,C,C_C_ADA,,,,,64
7/9/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,51
7/10/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,51
7/11/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,53
7/12/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,56
7/13/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,49
7/14/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,45
7/15/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,37
7/16/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,34
7/17/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,32
7/18/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,22
7/19/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,23
7/20/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,20
7/21/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,21
7/22/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,20
7/23/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,17
7/24/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,17
7/25/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,18
7/26/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,14
7/27/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,15
7/28/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,14
7/29/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,14
7/30/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,18
7/31/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,18
8/1/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,17
8/2/20,0,,,,,,,,ADA,C,C_C_ADA,,,,,17
8/3/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,13
8/4/20,5.5,,,,,,,,ADA,C,C_C_ADA,,,,,12
